Length,Releases,Genres,ISRC
220.066,3,[],MXF151700546
176.0,2,[],KRA492400588
379.0,84,"['edm', 'synth-pop', 'r&b', 'ballad', 'disco', 'adult contemporary', 'classic rock', 'pop', 'soul', 'pop/rock', 'contemporary r&b', 'electronic', 'dance-pop']",USUM71211793
159.849,6,[],USWL12200098
,0,[],UKXN22273282
,0,[],USSD12300241
,0,[],QZTAZ2359846
,0,[],KRE672300203
298.0,25,['alternative'],USUM72401987
180.0,1,"['lovers rock', 'jazz']",QM6MZ2214894
197.28,44,['pop'],USRC11900004
165.635,3,[],QMFMG2368181
119.872,1,[],USRC12302740
231.594,1,[],USSD12000471
,0,[],THSOH2402582
226.22,4,[],USWB12004394
,0,[],QM4TX2482887
,0,[],USUG12106458
197.053,1,[],USSD12300302
228.653,3,['pop'],USAT21811523
268.0,2,[],INS172203702
173.0,2,[],USAT22403454
,0,[],ARF061500454
95.44,5,[],USQ4E2204040
,0,[],FR0Z50017635
220.196,33,"['synth-pop', 'dance-pop', 'jazz', 'pop', 'synthwave']",USUG12102076
202.386,63,"['pop', 'alternative pop']",USUG12205734
148.013,7,[],QMEU32209358
,0,[],BCOOP2300013
180.853,8,[],USRC12204598
,0,[],USA2P2406901
,0,[],FR59R2347368
193.591,4,[],USSM12006061
141.031,5,[],USUM72403587
,0,[],USWL12301086
151.325,1,[],BK4DA2202913
,0,[],INS181905922
186.0,13,[],USA2P2254487
,0,[],INT202404272
,0,[],TCJPX2397668
200.0,3,['asian music'],USA2P2414844
,0,[],ARLIB2220027
271.08,7,[],KRA382400642
,0,[],QMFMF2334329
207.301,5,[],USA2P2135437
222.462,2,[],USSD12300274
121.399,1,['thug rap'],QZJ842004052
250.158,2,[],INS182303389
,0,[],GB8KE2318565
205.0,2,[],USSD12100059
214.7525,31,"['alternative pop', 'reggae', 'synth-pop', 'pop rock', 'rock', 'electropop', 'indie pop', 'dub', 'pop reggae', 'hip hop', 'alternative hip hop', 'indie rock', 'alternative rock', 'pop', 'indie', 'electronic', 'alternative']",USAT21500598
252.22,44,"['pop', 'pop rock']",USRC11701783
156.391,22,"['house', 'dance-pop']",AUUM72300170
193.829,68,"['synth-pop', 'sexy', 'electropop', 'disco', 'pop', 'dance-pop']",GBAHT1901298
233.98975,80,"['rampage', 'indie pop', 'pop', 'indie', 'meme', 'electro', 'alternative/indie rock', 'alternative rock', 'alternative pop/rock', 'indie electronic', 'alternative', 'synth-pop', 'pop rock', 'rock', 'pop/rock', 'neo-psychedelia', 'electronic', 'alternative rock; ambient; electronic; indie pop; jazz; rhythm and blues', 'indie rock', 'soft rock']",USSM11002931
142.0,2,['rap/hip hop'],USUM71806749
239.64,9,[],USRC12204602
133.707,4,[],QMUY42100151
197.18475,143,"['drum and bass', 'electro house', 'folk pop', 'edm', 'hip-hop', 'dance-pop', 'house', 'electropop', 'progressive house', 'hip hop', 'pop', 'electronic', 'dance']",USSM11308174
219.0,21,[],USUM72308543
197.442,33,"['funk', 'hip hop', 'contemporary r&b', 'pop', 'soul']",USAT22105952
,0,[],AUBEC2438653
225.9665,30,[],USUG12401775
,0,[],INH102313673
158.684,1,['rap/hip-hop'],QMCE31700982
205.0,11,['pop'],USWL11900076
163.648,28,"['pop', 'rhythm and blues', 'indie pop']",USUM72210708
232.0,1,[],USSM12101540
206.458,83,['pop'],USUM71918727
189.25,8,"['pop', 'hip hop']",USUM71821752
160.0,3,[],USQX92301922
,0,[],DEAF71578230
240.051,9,"['pop', 'alt r&b', 'hip hop']",USUG11900302
,0,[],QZ9QQ2200182
167.613,19,['pop'],GBARL2200008
,0,[],INUM72300284
261.0,1,[],QM4TW2136314
173.0,2,"['latin pop', 'jazz', 'reggaeton']",QM6MZ2214882
,0,[],QZ22B1944940
,0,[],USDA12211641
237.72,34,"['pop', 'pop rock']",USAT21700859
215.466,14,"['r&b', 'r&b/soul', 'r&b and soul', 'rnb and soul', 'soul', 'rnb/soul']",USUG12303876
220.653,6,"['electro', 'melodic house', 'stutter house', 'dance']",GBAHS2300908
169.0,10,"['pop', 'pop music']",USUM72200626
157.974,2,[],USUM72401132
185.173,50,"['pop', 'dance']",USUG11901580
,0,[],BX5EU2300034
222.997,1,[],QMCE31902585
,0,[],INS181900313
193.234,7,[],USUM72024699
181.65,5,[],USUM72318034
231.64,81,"['adult alternative pop', 'pop rap', 'contemporary pop/rock', 'pop rock', 'rock', 'house', 'electropop', 'adult alternative pop/rock', 'pop/rock', 'pop']",USUM71203347
180.363,1,[],USUG12402595
198.0,20,"['pop', '流行樂', 'house', 'electropop']",GBWWP1702907
143.264,20,[],USUM72304684
,0,[],QZNJV2414655
132.78,15,"['pop', 'rock', 'hip hop']",AUFXV1900105
222.911,14,"['country', 'house']",USSM12306769
,0,[],QZHN52089091
142.5,3,[],COSO12100328
236.883,8,[],QZJ842000983
178.0,5,[],ITUM72400066
203.8,89,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401030
,0,[],DEE882214257
215.466,82,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401035
191.0,4,[],USUG11801263
292.193,26,"['pop', 'hip hop', 'alternative rock']",USUM71603293
189.615,2,[],USAT22220949
221.979,4,"['pop', 'awesome', 'contemporary r&b']",USUG12104399
,1,[],FRX872443806
210.0,3,[],ZZOPM1800452
265.0,1,[],QMBZ92388584
152.0,2,[],NLRD52350359
229.065,3,[],USSD12200829
203.161,8,[],USAT21811087
,0,[],USUM72402909
184.0,4,[],USWB11201315
201.993,2,[],USRC12300804
226.0,1,"['latin music', 'latinfolk', 'reggaeton']",QM9WM1900120
184.489,5,['hip-hop'],USAT22007048
,0,[],USE7D2000268
,0,[],UYS642300003
178.723,5,['pop'],USWB12300537
181.393,4,[],USQX92200954
295.493,26,"['acoustic jazz', 'indie pop', 'ballad', 'adult contemporary', 'indie pop / neo soul / r&b / funk', 'pop', 'folk']",GBBKS1500214
,0,[],QZHNA2429530
,0,[],QZPLR2286558
185.627,3,[],USRN12300006
229.253,5,[],US6XF2100158
232.131,3,[],USA2P2331985
195.95,20,"['trap', 'conscious hip hop', 'west coast hip hop']",USUM72208963
207.306,9,[],USUG12208792
,0,[],QZTJ32100010
,0,[],QMEU32216759
186.219,1,[],USWB12401897
277.706,18,"['dubstep', 'chamber pop', 'dark', 'chill', 'alternative r&b', 'sexy', 'mellow', 'r&b', 'hip hop', 'jazz', 'contemporary r&b', 'pop', 'soul', 'electronic', 'ambient']",USUG11500923
124.0,6,"['rap/hip-hop', 'hip hop']",USWB11701486
,0,[],QZTAT2174000
185.933,16,"['pop', 'alternative pop', 'pop rock', 'dance-pop']",USSM12209778
212.0,2,[],QM6P42321186
103.0,1,[],QZHN42243265
197.993,64,"['pop', 'garage house', 'electronic', 'euro house']",USUM71712103
230.62,68,"['pop', 'alternative r&b']",USUM71506811
148.082,4,[],USA2P2411822
202.226,11,['offizielle charts'],USWD12112914
,0,[],QZ9QQ2400330
226.653,18,['offizielle charts'],USUM72116287
146.086,5,[],DE1FB2300037
187.0,2,[],QZ9QQ2300115
190.0,5,"['electronic', 'contemporary r&b']",USQX91901111
,0,[],QZDQH2148787
128.205,1,[],QZTB92397158
,0,[],QZ9QQ2300040
180.869,20,[],USUM72318678
,0,[],ES8481701126
171.0,21,['pop'],USSM11914257
232.0,7,"['country', 'country pop']",US6XF2000192
210.173,9,[],USSM12402032
,0,[],FR96X1996525
190.0,7,[],USUM72014370
154.0,5,['dancepop'],USRC12202117
168.0,1,"['afrobeat', 'world fusion']",QZNJW2329848
139.325,4,['rap'],USAT22301942
,0,[],COA6W2102282
,0,[],CACWV2000813
202.0,100,"['folk pop', 'indie folk', 'cool', 'soothing', 'indie pop', 'pop', 'indie', 'eclectic', 'energetic', 'mellow', 'podcast', 'alternative', 'folk', 'synth-pop', 'dark', 'happy', 'rock', 'upbeat', 'folk rock', 'electronic', 'chill', 'bittersweet', 'indie rock', 'dreamy']",AULI01385760
,0,[],QZ9QQ2200104
129.36,26,[],USUG12300365
,0,[],FRX452426440
216.0,1,[],QM24S2203185
215.38,5,[],USUG11903494
202.0,8,"['hip-hop', 'indie folk', 'indie rock', 'folk rock']",US53Q1200103
237.525,2,[],ES5152201707
249.666,3,[],JPU902300754
,0,[],CLPP22400062
174.0,5,[],USUM72216448
248.333,18,"['rock', 'pop rock']",GBUM72203947
,0,[],GBU2Z2200001
175.0,3,[],USRC12400376
233.0,1,[],INUM72300286
177.789,3,[],USUG12207230
238.0,8,"['hip-hop/rap', 'hip hop']",USCM51800191
177.0,10,[],KRA382204375
,0,[],QMFMF2346943
165.726,3,[],USQX92000261
200.0,3,['hip hop'],USSM12004501
,0,[],BC2TS2400002
192.0,40,[],KRA402000136
213.853,49,"['pop', 'electronic']",GBAHS1800328
218.5,3,[],USSD12400106
134.026,1,[],QZFZ32084911
226.677,3,['liquid funk'],GBAHS2400279
172.146,3,[],USSD12300536
184.0,3,[],USSD11700459
,0,[],QZ9QQ2300978
,0,[],QM6P41989279
170.6,9,[],USQX92305281
,0,[],QM4TW2137909
183.0,3,"['latin', 'regional mexicano', 'latin pop']",US5022300029
221.3695,2,[],QM6P42370020
,0,[],TCJPX2395275
285.375,18,"['pop', 'house']",GBAHS2100041
232.058,16,[],USWB12200122
174.04,12,[],KSA012239180
,0,[],SGB502262965
254.36,89,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401036
230.0,80,"['electro house', 'dubstep', 'dance; house', 'festival progressive house', 'rock', 'deep house', 'dance-pop', 'house', 'acoustic rock', 'electro', 'ballad', 'progressive house', 'pop rnb dance', 'pop', 'electronic', 'dance']",CHB701400134
182.0,3,[],USUG12201723
,0,[],USE831522275
236.0,2,[],USSM12102263
180.898,2,['trap'],QM24S1703585
220.307,5,"['pop', 'rap/hip-hop']",USSM11705546
244.684,8,['soundtrack'],USUG12303881
179.0,8,[],USSM11808093
160.166,2,[],USSM12302165
,0,[],QZWDE2303666
178.0,2,[],USRC12400907
198.04,48,"['folk music', 'indie pop']",USUM71924264
205.48,17,"['trap edm', 'electro house', 'pop rap', 'hip hop', 'pop', 'emo rap']",USUG12001904
,0,[],QM4TX2320032
258.004,78,"['synth-pop', 'sexy', 'electropop', 'disco', 'pop', 'dance-pop']",GBAHT1901302
182.0,1,[],DEXC82300032
198.0,8,[],USSM12304894
169.0,14,['charva'],GBUM72206719
161.053,5,['hip hop'],USAT22402817
205.68,97,"['edm', 'pop rock', 'rhythm & blues', 'pop soul', 'electropop', 'pop rnb dance', 'pop general', 'contemporary r&b', 'pop', 'tropical house', 'electronic', 'dance-pop']",USUM71511919
233.233,18,"['reggae', 'latin pop', 'latin', 'dance', 'pop', 'dance-pop']",GBUM71401975
,0,[],RUAGV2400963
281.38,9,"['indie folk', 'contemporary folk', 'singer-songwriter']",USUM72213724
340.426,85,"['alternative pop', 'indie folk', 'pop music', 'pop rock', 'synth-pop', 'country pop', 'folk-pop', 'pop', 'country music']",USUG12401033
321.555,2,[],USWL12100143
136.266,6,['hip hop'],QMCE32200039
242.0,173,"['pop rock', 'pop soul', 'rock', 'podcast', 'indie pop', 'soul', 'indie rock', 'blues', 'pop', 'folk rock', 'blues rock', 'indie', 'singer-songwriter', 'chamber pop', 'blue-eyed soul', 'alternative']",IEACJ1300031
212.606,31,['pop'],USWB11901154
179.683,3,[],KRA402300033
147.066,7,"['amapiano', 'riddim dubstep', 'future riddim', 'hip hop', 'trap', 'dancehall']",USSM12308661
269.0,16,"['hardcore hip hop', 'film soundtrack', 'hip-hop / rap', 'hip hop']",USUM71813345
,0,[],MXH912300041
,0,[],TRBTU2300129
204.852,62,"['country', 'synth-pop', 'sweet', 'lovely', 'chill', 'dream pop', 'catchy', 'pop']",USUG12205717
211.2065,4,['blues'],QMCQK1900300
,0,[],ES5052200746
192.935,2,[],USRC12302300
180.673,1,[],ZZOPM2239784
165.775,1,[],FR9W12422486
232.19,11,['hip-hop/rap'],USUM71713947
,0,[],FR59R1989925
258.88,3,"['trap', 'hip hop']",QZ45A1600041
,0,[],QZ9QQ2300772
298.941,3,"['hip-hop/rap', 'hip hop', 'pop']",USCM51700072
212.0,7,[],USA2P2251865
245.653,33,"['pop', 'pop rock', 'top40']",USQ4E1602586
189.824,4,[],USUG12301967
343.15,6,"['pop', 'trap', 'hip-hop']",QMCE31600796
207.677,11,"['pop latino', 'pop in spanish']",USRC11700058
123.547,3,[],QZK6G2375527
201.6,13,"['gangsta', 'hip hop']",USUM72013367
214.994,20,['pop'],USUM72400101
181.04,170,"['electro house', 'reggae', 'synth-pop', 'afrobeats', 'rock', 'dance-pop', 'house', 'pop reggae', 'reggae-pop', 'club', 'pop general', 'tropical house', 'pop', 'electronic', 'dance']",USUS11202574
,0,[],QZDA41998629
,0,[],USAT22400743
222.6265,134,"['alternative pop', 'pop rap', 'pop rock', 'miley-cyrus', 'dance / electronica', 'ballad', 'dance club', 'hip hop', 'pop general', 'pop/rock', 'pop', 'dance and house', 'crazy', 'dance-pop']",USRC11301214
,0,[],QZYFZ2414978
228.0,15,['pop'],USUM72009644
206.772,14,['pop'],USRC12103120
225.0,13,"['trance', 'рок', 'pop music', 'международная поп-музыка', 'поп', 'neo soul', 'jazz', 'pop', 'soul', 'rap/hip hop', 'electronic', 'dance-pop']",USSM12105973
199.204,1,[],USWB12401901
252.0,4,[],USAT21700378
183.853,15,[],QM4TX2337764
223.279,34,"['pop', 'glam rock']",USRC12002653
179.04,3,[],USA2P2409361
339.0,1,"['latin pop', 'jazz']",QM6MZ2214893
172.0,2,['rap/hip-hop'],QZ45A1700064
174.045,1,[],FRX202362720
180.0,7,['pop'],USAT21812710
,0,[],BXG6R2301027
,0,[],DEA622401272
295.176,1,['jazz'],QM4TX2030965
215.186,74,"['meme', 'covered by glee', 'ballad', 'hip hop', 'teen pop', 'pop/rock', 'contemporary r&b', 'pop', 'vocal pop', 'dance-pop']",USUM70919263
261.544,5,[],USUG12208600
,0,[],QZNWT2471497
146.133,9,[],USSM12211461
231.0,2,[],QM7282306255
,0,[],QZWA32200363
,0,[],GXBAV2380562
226.0,57,"['meme', 'new jack swing', 'funk', 'r&b', 'swing', 'hip hop', 'pop', 'soul', 'rnb/swing', 'chart hits;']",USAT21602944
198.053,23,['dance'],US5TA2100080
285.04,55,"['pop / soul', 'vocal', 'pop soul', 'dr8', 'r&b', 'soul-jazz', 'adult alternative pop/rock', 'ballad', 'alternative/indie rock', 'dr7', 'someone like you', 'adult contemporary', 'pop/rock', 'pop', 'soul', 'blue-eyed soul']",GBBKS1000351
185.333,5,[],USAT22306750
,0,[],KRC712300070
111.0,7,['hip hop'],QZ7XS2400009
220.466,3,['hip hop'],USAT21906985
196.746,5,[],USEP42414003
181.929,9,[],USUG12000092
134.239,11,['hip-hop'],USAT21907355
,0,[],BRRGE2300535
,0,[],USAT22403358
227.0,36,"['pop', 'pop rnb dance', 'hip hop']",USRC11501369
263.0,3,['electronic'],USWL11900063
160.0,12,"['pop', 'jazz', 'hip hop', 'electronic']",USUG11800488
227.395,18,"['trance', 'pop music', 'jazz', 'pop', 'electronic', 'dance']",USUM72103449
191.0,6,"['pop', 'alternative rock']",DEUM72307092
136.625,6,[],GBARL2400375
193.213,4,[],USSD11700301
,0,[],QZW9M2268068
159.123,14,[],USAT22204903
181.0,10,['country'],USUG12300827
224.0,16,['country'],QMCQK1900137
,0,[],GBQ2F1157401
,0,[],FR6V82106359
153.016,2,[],INW262318603
201.586,2,[],USUYG1299206
,0,[],QZNWS2249445
190.0,1,[],QMBZ92319256
225.53,4,[],USRC12103471
158.5,30,"['musical', 'remark/humorous']",USWD11677860
203.2,1,"['jazz', 'electronic']",QMFME2066840
209.577,7,[],QZ7XS2400010
,0,[],USDXS2202642
190.0,106,"['world', 'alternative pop', 'synth-pop', 'indietronica', 'rock', 'electropop', 'indie pop', 'art pop', 'hip hop', 'pop', 'podcast', 'indie', 'dance']",NZUM71200031
204.0,2,[],NGA3B2314006
208.0,9,[],USSM12309169
181.827,8,[],ES5702101693
256.0,3,[],USWL11801206
221.6155,104,"['synth-pop', 'sexy', 'alternative rock', 'pop', 'dancehall', 'dance-pop']",GBUM71604557
266.0,2,[],INH102307527
,0,[],BCM9A2300098
282.0,6,[],USA2P2230326
,0,[],QM4TX2261587
,0,[],SGB502228663
191.693,9,['alternative rock'],NOG841713010
,0,[],THMOB2412776
221.0,17,[],KRA402100151
,0,[],USUM72209716
,0,[],USUM72315218
,0,[],QZMEM2268044
206.0,28,"['pop rap', 'electropop', 'teen pop', 'contemporary r&b', 'alternative dance', 'pop', 'chamber pop']",USRC11400866
226.626,17,[],QZAKB2166405
,0,[],INT502012314
185.853,15,[],USUM72208020
194.3105,25,"['pop', 'electronic']",GBAHS1800025
216.328,1,['trap latino'],QMFME2364183
388.96,9,[],USA2P2421306
148.24,2,[],USAT22403299
184.0,2,[],TCAFO2147109
182.293,14,[],USA2P2339030
159.0,15,['pop'],AUDCB1701966
163.173,7,[],USRC11902288
230.88,46,"['uk pop', 'pop soul', 'ballad', 'sad pop', 'contemporary pop', 'singer-songwriter', 'pop', 'english']",GB2DY2000093
240.0,1,['hardstyle'],NLCK42223782
,0,[],QZMWW2396002
198.053,2,[],QMLA71400326
162.0,1,[],USSM12100202
211.0,7,"['alternative pop', 'alternative r&b']",USWB12203732
,0,[],QZDA52413180
250.313,90,"['power pop', 'pop rock', 'rock', 'alternative/indie rock', 'indie rock', 'alternative rock', 'pop', 'pop/rock', 'indie', 'electronic']",USAT21101399
175.293,33,"['pop', 'electronic', 'dance']",USAT22007121
192.0,5,[],QM4TX2478221
141.409,3,[],USRC12002568
,0,[],CA5KR2466576
,0,[],SE5752322602
,0,[],QZNWU2434670
188.666,2,[],USWL12301027
203.0,2,[],USQX92305198
170.971,1,"['jazz', 'electronic']",QM4TX2030842
250.631,31,"['pop', 'hip hop', 'jazz']",USUM71702778
361.025,45,"['synth-pop', 'rhythm and blues', 'alternative r&b', 'jazz', 'contemporary r&b', 'electronic', 'ambient']",USUG12000586
184.986,9,['drum n bass'],GBAHS2301557
180.869,25,[],USUM72318698
174.88,18,[],USUG12401760
184.732,73,"['pop', 'electronic', 'hip hop; pop']",USUM71800463
182.221,1,[],USSM12400672
214.125,177,"['alternative pop', 'london', 'synthpop', 'pop rock', 'rock', 'alternative 2010er', 'electropop', 'indie pop', 'party', 'indie rock', 'pop', 'indie', 'electronic']",GBAAA1200795
212.0,34,"['alternative r&b', 'electropop', 'dance', 'tropical house', 'alternative rock', 'pop', 'dance-pop']",GBAYE1600763
149.189,31,"['pop', 'ballad', 'progressive house', 'electronic']",USUM72019170
170.813,41,['dance pop'],USUM72102322
258.426,25,"['pop rap', 'rap', 'hip hop music', 'hip-hop', 'pop vocal', 'west coast rap', 'alternative rap', 'hip hop', 'alternative hip hop', 'electronic']",GMM881200021
253.39,17,"['trap', 'rap/hip-hop', 'hip hop']",USAT21801431
,0,[],FR96X1934664
220.298,1,[],USA2P2352296
185.0,29,[],USSM12305005
195.0,4,[],GBVHN2000009
200.187,3,[],USAT21903320
255.64,2,[],QM2EJ1500417
181.48,31,['contemporary r&b'],AUUM72300179
180.0,1,[],USSM12103018
132.0,2,[],QZHN82186053
145.028,2,[],USQX92400597
262.883,3,[],QM6N22400640
200.0,8,['pop'],USAT21811659
196.5,1,[],USWL12200441
,0,[],FR6V82562979
188.106,8,"['bachata', 'flamenco']",USSM12107750
314.84,29,[],USSM12305020
392.88,15,[],QZ5BF1600040
197.0,3,"['miami bass', 'industrial']",USSD12200700
239.56,111,"['indie folk', 'contemporary folk music', 'soft rock', 'indie pop', 'jazz', 'singer-songwriter', 'pop', 'electronic', 'ambient']",USUG12002836
180.0,6,['hip hop'],USQX91701275
,0,[],DELM42201660
190.0,1,[],USDXS1806044
230.0,1,[],USUMV2302771
226.933,1,[],QMFMG2357540
202.0,1,[],QM4TX2252954
220.487,4,[],USUG12001407
192.0,4,[],USUG12303409
195.0,14,"['trap', 'pop rap', 'k-pop']",US5TA2300034
,0,[],QZHN32201081
148.0,2,[],USRC12201686
259.0,5,['reggaeton'],USSD11600252
196.939,15,[],USSM12210918
144.935,4,[],USUM71919281
284.386,9,"['pop rap', 'hip hop']",USUM71414033
,0,[],QM6N22330624
222.0,29,[],USSM12305004
194.0,12,[],JPU902203702
,0,[],UYB282384010
263.184,1,[],QZMEM2351612
,0,[],TCJPX2359315
190.392,8,[],USSM12308650
220.0,95,"['pop rap', 'reggae', 'rhythm & blues', 'pop soul', 'rock', 'r&b', 'funk / soul', 'covered by glee', 'ballad', 'reggae-pop', 'hip hop', 'adult contemporary', 'contemporary r&b', 'pop', 'soul', 'electronic', 'soft rock']",USAT21001269
186.994,36,"['pop', 'electronic', 'dance-pop']",DEE862100256
,0,[],ZZOPM2342003
210.2465,18,['pop'],USQX91902708
175.0,48,"['musical', 'europop', 'indie pop']",USWD11677601
164.946,7,[],JPV752408464
223.6865,57,"['trance', 'r&b', 'jazz', 'contemporary r&b', 'pop', 'ambient', 'pop rap', 'pbr&b', 'sexy', 'trap', 'dance', 'dark', 'alternative r&b', 'rock', 'hip hop', 'electronic', 'dubstep', 'indie rock', 'soul']",USUG11904007
,0,[],BRP8C1200082
172.186,1,[],KRA302400197
485.0,20,"['mirrors', 'ballad', 'pop/rock', 'singer-songwriter', 'pop', 'contemporary r&b', 'dance-pop']",USRC11300059
184.153,7,[],GBKPL1828677
203.5545,27,"['pop', 'pop rock']",USUM71707196
,0,[],UYB282393001
178.0,31,"['dance-pop', 'house', 'eurodance', 'pop', 'electronic', 'dance']",GBUM72108841
190.0,56,"['pop rap', 'rhythm & blues', 'pop soul', 'r&b', 'house', 'funk / soul', 'r b', 'dj battle tool', 'reggae-pop', 'hip hop', 'pop reggae', 'adult contemporary', 'contemporary r&b', 'pop', 'soul', 'soft rock', 'dance']",USAT21001886
162.453,1,[],USSM11909049
230.0,2,"['jazz', 'merengue']",QM6MZ2214876
,0,[],GBARL2202349
243.0,4,[],USUG12204888
,0,[],INW262317919
192.0,5,[],USA2P2428743
228.76,33,"['pop rock', 'pop-punk', 'alternative', 'rock', 'alt-rock', 'electropop', 'pop punk', 'emotional', 'alternative rock', 'pop', 'punk', 'fun', 'emo']",USUM71412644
198.88,99,"['pop rap', 'pop rock', 'vocal', 'rock', 'house', 'electro', 'ballad', 'hip hop', 'teen pop', 'pop', 'data and other', 'electronic']",GBHMU1100018
201.0,5,"['pop', 'unknown', 'hip hop', 'electronic']",QMCE32200232
,0,[],USSD11600135
127.741,3,[],QZVFR2301503
366.592,26,['tempo change'],USSM12305016
176.901,11,['electropop'],USWB12400280
187.253,8,[],USUM72305943
157.125,2,[],QZQAY2395569
200.594,21,['pop'],QZEPT1900040
193.0,13,"['country', 'country pop']",US6XF1700259
232.0,21,[],USUM72308539
221.0,55,"['folk pop', 'indie folk', 'sweet', 'indie pop', 'dream pop', 'jazz', 'contemporary r&b', 'folk/country', 'pop', 'ambient', 'lovely', 'rhythm and blues', 'catchy', 'singer/songwriter', 'country', 'synth-pop', 'pop rock', 'country pop', 'alternative country', 'europop', 'electropop', 'bubblegum music', 'country music', 'pop music', 'chill', 'funk', 'pop-punk']",USUG11901473
162.88,1,[],KRA382401544
175.643,46,"['trance', 'offizielle charts', 'jazz', 'pop', 'electronic', 'alternative']",USUM72102981
,0,[],THSOH2204284
239.0,1,[],FR96X2198154
164.5205,23,['pop'],USUM71700575
209.443,7,[],CADDS1700022
,0,[],BRWMB2400319
,0,[],THSOH2307725
,0,[],TCJPX2359697
241.693,60,"['blue eyed soul', 'jazz', 'blues', 'singer-songwriter', 'pop', 'contemporary r&b', 'indie pop / neo soul / r&b / funk', 'blue-eyed soul', 'pop soul', 'soul-jazz', 'adult contemporary', 'piano blues', 'pop / soul', 'acoustic jazz', 'dr5', 'rock', 'adult alternative pop/rock', 'ballad', 'pop/rock', 'neo soul', 'soul jazz', 'soul']",GBBKS1000348
224.0,71,"['pop rap', 'europop', 'pop rnb dance', 'hip hop', 'contemporary r&b', 'pop', 'trap', 'dance-pop']",USSM11406644
,0,[],QZNJZ2122225
187.107,38,"['pop rap', 'synth-pop', 'funk', 'r&b', 'disco', 'hip hop', 'pop']",USAT22203706
198.0,109,"['power pop', 'altrock', 'vocal', 'alternative rock', 'new wave', 'rock', 'american rock', 'indie pop', 'dance-rock', 'indie rock', 'american', 'pop']",USRC11401949
80.0,1,['hyperpop'],TCAFB2092742
259.093,27,"['indietronica', 'pop', 'indie', 'sleeper hit', 'electrorock', 'synthpop', 'electronic rock', 'technopop', 'electro', 'alternative rock', 'alternative', 'synth-pop', 'rock', 'arena rock', 'electronic', 'power pop', 'dubstep', 'awolnation', 'indie rock', 'pop general']",USP6L1000053
254.915,1,[],USSD12200782
229.525,44,"['pop rap', 'vocal', 'furious 7', 'pop rnb dance', 'contemporary r&b', 'pop']",USAT21500313
208.106,3,[],USRC12301935
213.817,7,['house'],USUM72308676
,0,[],USWL12302932
189.0,3,['hip hop'],USUG11903492
120.308,6,[],GBKPL2163189
170.72,61,"['pop', 'sillyname', 'rock']",GBAHS1700026
227.893,142,"['contemporary pop/rock', 'synth-pop', 'pop rock', 'italo-disco', 'rock', 'house', 'electropop', 'covered by glee', 'funk / soul', 'california gurls', 'teen pop', 'pop/rock', 'pop', 'blues rock', 'electronic', 'dance-pop']",USCA21001262
,0,[],TCJPX2356080
277.0,5,[],QZ22S2200068
167.0,2,"['latin', 'sierreño', 'regional mexicano']",QZQMB2102485
,0,[],GBBGY1743613
263.787,42,"['pop rock', 'alternative dance', 'nu-disco', 'alternative rock / pop', 'rock', 'permanent wave', 'disco', 'jazz', 'alternative rock', 'pop', 'piano rock', 'electronic', 'dance-pop']",GBAYE1500981
210.0,8,"['hip-hop/rap', 'electronic/trance/hiphop/jazz', 'hip hop']",USCM51800077
184.633,5,[],QZAPK2000499
,0,[],INS181900798
,0,[],BRRGE2400266
154.243,30,['pop'],USAT22205563
108.651,4,"['uk drill', 'alternative rock']",ZZOPM2110165
170.0,11,['electronic'],QMRSZ2000128
231.0,28,"['country', 'synth-pop', 'pop rock', 'country pop', 'sweet', 'chill', 'lovely', 'funk', 'disco', 'catchy', 'pop']",USUG12306674
212.648,9,['pop'],USWB12302870
228.0,2,[],QMFMF2216359
224.0,3,[],USXDR2000590
195.906,4,['trap / wave'],USSM12005346
,0,[],QZNWU2402635
227.0,4,['blues'],USWB12304897
,0,[],US66W2401066
144.0,7,[],USUG12305254
247.579,1,[],QMBZ92014864
210.009,128,"['synth-pop', 'sexy', 'electropop', 'pop general', 'tropical house', 'pop', 'dance-pop']",GBAHT1600310
152.0,51,"['pop rock', 'indie pop', 'emotional', 'teen pop', 'pop', 'sad']",USUG12101249
307.0,1,[],QM6MZ1872146
172.266,23,['pop'],USUM72204098
179.413,4,[],USQX92401733
155.0,1,[],QMCE32000097
185.8075,4,[],USRC12301450
211.36,8,['country'],USUM72013814
249.8465,35,"['rock', 'indie', 'indie pop', 'art pop', 'norwegian metal', 'alternative rock', 'pop', 'metal', 'folk rock', 'folk']",GBUM71500527
197.04,24,"['k-pop', 'electropop']",KRA302300145
,0,[],LBA132301385
260.255,51,"['alternative pop', 'electro house', 'synth-pop', 'rhythm and blues', 'house', 'jazz', 'contemporary r&b', 'pop', 'rnb/swing', 'electronic']",USUG11601011
195.68,7,[],USUG12000098
220.11533333333335,73,"['r&b', 'electropop', 'hip hop', 'contemporary r&b', 'pop', 'dance-pop']",USUM71601827
127.546,8,[],USUM72002003
134.853,1,[],QMB622321018
,0,[],AR5UH2302301
185.0,2,[],MXF012200055
